@relation Training

@attribute Bit0 {0,1}
@attribute Bit1 {0,1}
@attribute Bit2 {0,1}
@attribute Bit3 {0,1}
@attribute Bit4 {0,1}
@attribute Bit5 {0,1}
@attribute Bit6 {0,1}
@attribute Bit7 {0,1}
@attribute Bit8 {0,1}
@attribute Bit9 {0,1}
@attribute Bit10 {0,1}
@attribute Bit11 {0,1}
@attribute result {0,1}

@data
1,0,0,0,1,0,1,0,0,1,0,1,0
0,1,0,0,1,0,1,0,0,1,0,1,0
1,1,0,0,1,0,1,0,0,1,0,1,0
1,0,1,0,1,0,1,0,0,1,0,1,0
0,1,1,0,1,0,1,0,0,1,0,1,0
1,1,1,0,1,0,1,0,0,1,0,1,0
0,0,0,1,1,0,1,0,0,1,0,1,0
0,1,0,1,1,0,1,0,0,1,0,1,0
1,1,0,1,1,0,1,0,0,1,0,1,0
0,0,1,1,1,0,1,0,0,1,0,1,0
1,0,1,1,1,0,1,0,0,1,0,1,0
1,1,1,1,1,0,1,0,0,1,0,1,0
0,0,0,0,0,1,1,0,0,1,0,1,0
1,0,0,0,0,1,1,0,0,1,0,1,0
0,1,0,0,0,1,1,0,0,1,0,1,0
0,0,1,0,0,1,1,0,0,1,0,1,0
1,0,1,0,0,1,1,0,0,1,0,1,0
0,1,1,0,0,1,1,0,0,1,0,1,0
1,1,1,0,0,1,1,0,0,1,0,1,0
1,0,0,1,0,1,1,0,0,1,0,1,0
0,1,0,1,0,1,1,0,0,1,0,1,0
1,1,0,1,0,1,1,0,0,1,0,1,0
0,0,1,1,0,1,1,0,0,1,0,1,0
0,1,1,1,0,1,1,0,0,1,0,1,0
1,1,1,1,0,1,1,0,0,1,0,1,0
0,0,0,0,1,1,1,0,0,1,0,1,0
1,0,0,0,1,1,1,0,0,1,0,1,0
1,1,0,0,1,1,1,0,0,1,0,1,0
0,0,1,0,1,1,1,0,0,1,0,1,0
1,0,1,0,1,1,1,0,0,1,0,1,1
0,1,1,0,1,1,1,0,0,1,0,1,1
0,0,0,1,1,1,1,0,0,1,0,1,0
1,0,0,1,1,1,1,0,0,1,0,1,1
0,1,0,1,1,1,1,0,0,1,0,1,1
1,1,0,1,1,1,1,0,0,1,0,1,0
1,0,1,1,1,1,1,0,0,1,0,1,0
0,1,1,1,1,1,1,0,0,1,0,1,0
1,1,1,1,1,1,1,0,0,1,0,1,0
0,0,0,0,0,0,0,1,0,1,0,1,0
0,1,0,0,0,0,0,1,0,1,0,1,0
1,1,0,0,0,0,0,1,0,1,0,1,0
0,0,1,0,0,0,0,1,0,1,0,1,0
1,0,1,0,0,0,0,1,0,1,0,1,1
1,1,1,0,0,0,0,1,0,1,0,1,0
0,0,0,1,0,0,0,1,0,1,0,1,0
1,0,0,1,0,0,0,1,0,1,0,1,1
0,1,0,1,0,0,0,1,0,1,0,1,1
0,0,1,1,0,0,0,1,0,1,0,1,0
1,0,1,1,0,0,0,1,0,1,0,1,0
0,1,1,1,0,0,0,1,0,1,0,1,0
1,1,1,1,0,0,0,1,0,1,0,1,0
1,0,0,0,1,0,0,1,0,1,0,1,0
0,1,0,0,1,0,0,1,0,1,0,1,0
1,1,0,0,1,0,0,1,0,1,0,1,0
0,0,1,0,1,0,0,1,0,1,0,1,0
0,1,1,0,1,0,0,1,0,1,0,1,0
1,1,1,0,1,0,0,1,0,1,0,1,0
0,0,0,1,1,0,0,1,0,1,0,1,0
1,0,0,1,1,0,0,1,0,1,0,1,0
1,1,0,1,1,0,0,1,0,1,0,1,0
0,0,1,1,1,0,0,1,0,1,0,1,0
1,0,1,1,1,0,0,1,0,1,0,1,0
0,1,1,1,1,0,0,1,0,1,0,1,0
0,0,0,0,0,1,0,1,0,1,0,1,0
1,0,0,0,0,1,0,1,0,1,0,1,0
0,1,0,0,0,1,0,1,0,1,0,1,0
1,1,0,0,0,1,0,1,0,1,0,1,0
1,0,1,0,0,1,0,1,0,1,0,1,0
0,1,1,0,0,1,0,1,0,1,0,1,0
1,1,1,0,0,1,0,1,0,1,0,1,0
0,0,0,1,0,1,0,1,0,1,0,1,0
0,1,0,1,0,1,0,1,0,1,0,1,0
1,1,0,1,0,1,0,1,0,1,0,1,0
0,0,1,1,0,1,0,1,0,1,0,1,0
1,0,1,1,0,1,0,1,0,1,0,1,0
1,1,1,1,0,1,0,1,0,1,0,1,0
0,0,0,0,1,1,0,1,0,1,0,1,0
1,0,0,0,1,1,0,1,0,1,0,1,0
0,1,0,0,1,1,0,1,0,1,0,1,0
0,0,1,0,1,1,0,1,0,1,0,1,0
1,0,1,0,1,1,0,1,0,1,0,1,1
0,1,1,0,1,1,0,1,0,1,0,1,1
1,1,1,0,1,1,0,1,0,1,0,1,0
1,0,0,1,1,1,0,1,0,1,0,1,1
0,1,0,1,1,1,0,1,0,1,0,1,1
1,1,0,1,1,1,0,1,0,1,0,1,0
0,0,1,1,1,1,0,1,0,1,0,1,0
0,1,1,1,1,1,0,1,0,1,0,1,0
1,1,1,1,1,1,0,1,0,1,0,1,0
0,0,0,0,0,0,1,1,0,1,0,1,0
1,0,0,0,0,0,1,1,0,1,0,1,1
1,1,0,0,0,0,1,1,0,1,0,1,0
0,0,1,0,0,0,1,1,0,1,0,1,0
1,0,1,0,0,0,1,1,0,1,0,1,1
0,1,1,0,0,0,1,1,0,1,0,1,1
0,0,0,1,0,0,1,1,0,1,0,1,0
1,0,0,1,0,0,1,1,0,1,0,1,1
0,1,0,1,0,0,1,1,0,1,0,1,1
1,1,0,1,0,0,1,1,0,1,0,1,0
1,0,1,1,0,0,1,1,0,1,0,1,1
0,1,1,1,0,0,1,1,0,1,0,1,1
1,1,1,1,0,0,1,1,0,1,0,1,0
0,0,0,0,1,0,1,1,0,1,0,1,0
0,1,0,0,1,0,1,1,0,1,0,1,1
1,1,0,0,1,0,1,1,0,1,0,1,0
0,0,1,0,1,0,1,1,0,1,0,1,0
1,0,1,0,1,0,1,1,0,1,0,1,0
1,1,1,0,1,0,1,1,0,1,0,1,0
0,0,0,1,1,0,1,1,0,1,0,1,0
1,0,0,1,1,0,1,1,0,1,0,1,0
0,1,0,1,1,0,1,1,0,1,0,1,0
0,0,1,1,1,0,1,1,0,1,0,1,0
1,0,1,1,1,0,1,1,0,1,0,1,1
0,1,1,1,1,0,1,1,0,1,0,1,1
1,1,1,1,1,0,1,1,0,1,0,1,0
1,0,0,0,0,1,1,1,0,1,0,1,1
0,1,0,0,0,1,1,1,0,1,0,1,1
1,1,0,0,0,1,1,1,0,1,0,1,0
0,0,1,0,0,1,1,1,0,1,0,1,0
0,1,1,0,0,1,1,1,0,1,0,1,0
1,1,1,0,0,1,1,1,0,1,0,1,0
0,0,0,1,0,1,1,1,0,1,0,1,0
1,0,0,1,0,1,1,1,0,1,0,1,0
1,1,0,1,0,1,1,1,0,1,0,1,0
0,0,1,1,0,1,1,1,0,1,0,1,0
1,0,1,1,0,1,1,1,0,1,0,1,1
0,1,1,1,0,1,1,1,0,1,0,1,1
0,0,0,0,1,1,1,1,0,1,0,1,0
1,0,0,0,1,1,1,1,0,1,0,1,1
0,1,0,0,1,1,1,1,0,1,0,1,1
1,1,0,0,1,1,1,1,0,1,0,1,0
1,0,1,0,1,1,1,1,0,1,0,1,1
0,1,1,0,1,1,1,1,0,1,0,1,1
1,1,1,0,1,1,1,1,0,1,0,1,0
0,0,0,1,1,1,1,1,0,1,0,1,0
0,1,0,1,1,1,1,1,0,1,0,1,1
1,1,0,1,1,1,1,1,0,1,0,1,0
0,0,1,1,1,1,1,1,0,1,0,1,0
1,0,1,1,1,1,1,1,0,1,0,1,1
1,1,1,1,1,1,1,1,0,1,0,1,0
0,0,0,0,0,0,0,0,1,1,0,1,0
1,0,0,0,0,0,0,0,1,1,0,1,1
0,1,0,0,0,0,0,0,1,1,0,1,1
0,0,1,0,0,0,0,0,1,1,0,1,1
1,0,1,0,0,0,0,0,1,1,0,1,1
0,1,1,0,0,0,0,0,1,1,0,1,1
1,1,1,0,0,0,0,0,1,1,0,1,1
1,0,0,1,0,0,0,0,1,1,0,1,1
0,1,0,1,0,0,0,0,1,1,0,1,1
1,1,0,1,0,0,0,0,1,1,0,1,1
0,0,1,1,0,0,0,0,1,1,0,1,0
0,1,1,1,0,0,0,0,1,1,0,1,1
1,1,1,1,0,0,0,0,1,1,0,1,0
0,0,0,0,1,0,0,0,1,1,0,1,0
1,0,0,0,1,0,0,0,1,1,0,1,1
1,1,0,0,1,0,0,0,1,1,0,1,0
0,0,1,0,1,0,0,0,1,1,0,1,1
1,0,1,0,1,0,0,0,1,1,0,1,0
0,1,1,0,1,0,0,0,1,1,0,1,0
0,0,0,1,1,0,0,0,1,1,0,1,1
1,0,0,1,1,0,0,0,1,1,0,1,0
0,1,0,1,1,0,0,0,1,1,0,1,0
1,1,0,1,1,0,0,0,1,1,0,1,1
1,0,1,1,1,0,0,0,1,1,0,1,1
0,1,1,1,1,0,0,0,1,1,0,1,1
1,1,1,1,1,0,0,0,1,1,0,1,0
0,0,0,0,0,1,0,0,1,1,0,1,0
0,1,0,0,0,1,0,0,1,1,0,1,1
1,1,0,0,0,1,0,0,1,1,0,1,0
0,0,1,0,0,1,0,0,1,1,0,1,1
1,0,1,0,0,1,0,0,1,1,0,1,0
1,1,1,0,0,1,0,0,1,1,0,1,1
0,0,0,1,0,1,0,0,1,1,0,1,1
1,0,0,1,0,1,0,0,1,1,0,1,0
0,1,0,1,0,1,0,0,1,1,0,1,0
0,0,1,1,0,1,0,0,1,1,0,1,0
1,0,1,1,0,1,0,0,1,1,0,1,1
0,1,1,1,0,1,0,0,1,1,0,1,1
1,1,1,1,0,1,0,0,1,1,0,1,0
1,0,0,0,1,1,0,0,1,1,0,1,1
0,1,0,0,1,1,0,0,1,1,0,1,1
1,1,0,0,1,1,0,0,1,1,0,1,0
0,0,1,0,1,1,0,0,1,1,0,1,1
0,1,1,0,1,1,0,0,1,1,0,1,1
1,1,1,0,1,1,0,0,1,1,0,1,1
0,0,0,1,1,1,0,0,1,1,0,1,1
1,0,0,1,1,1,0,0,1,1,0,1,1
1,1,0,1,1,1,0,0,1,1,0,1,1
0,0,1,1,1,1,0,0,1,1,0,1,0
1,0,1,1,1,1,0,0,1,1,0,1,1
0,1,1,1,1,1,0,0,1,1,0,1,1
0,0,0,0,0,0,1,0,1,1,0,1,0
1,0,0,0,0,0,1,0,1,1,0,1,0
0,1,0,0,0,0,1,0,1,1,0,1,0
1,1,0,0,0,0,1,0,1,1,0,1,0
1,0,1,0,0,0,1,0,1,1,0,1,1
0,1,1,0,0,0,1,0,1,1,0,1,1
1,1,1,0,0,0,1,0,1,1,0,1,1
0,0,0,1,0,0,1,0,1,1,0,1,1
0,1,0,1,0,0,1,0,1,1,0,1,1
1,1,0,1,0,0,1,0,1,1,0,1,1
0,0,1,1,0,0,1,0,1,1,0,1,0
1,0,1,1,0,0,1,0,1,1,0,1,0
1,1,1,1,0,0,1,0,1,1,0,1,0
0,0,0,0,1,0,1,0,1,1,0,1,0
1,0,0,0,1,0,1,0,1,1,0,1,0
0,1,0,0,1,0,1,0,1,1,0,1,0
0,0,1,0,1,0,1,0,1,1,0,1,1
1,0,1,0,1,0,1,0,1,1,0,1,0
0,1,1,0,1,0,1,0,1,1,0,1,0
1,1,1,0,1,0,1,0,1,1,0,1,1
1,0,0,1,1,0,1,0,1,1,0,1,0
0,1,0,1,1,0,1,0,1,1,0,1,0
1,1,0,1,1,0,1,0,1,1,0,1,1
0,0,1,1,1,0,1,0,1,1,0,1,0
0,1,1,1,1,0,1,0,1,1,0,1,0
1,1,1,1,1,0,1,0,1,1,0,1,0
0,0,0,0,0,1,1,0,1,1,0,1,0
1,0,0,0,0,1,1,0,1,1,0,1,0
1,1,0,0,0,1,1,0,1,1,0,1,0
0,0,1,0,0,1,1,0,1,1,0,1,1
1,0,1,0,0,1,1,0,1,1,0,1,0
0,1,1,0,0,1,1,0,1,1,0,1,0
0,0,0,1,0,1,1,0,1,1,0,1,1
1,0,0,1,0,1,1,0,1,1,0,1,0
0,1,0,1,0,1,1,0,1,1,0,1,0
1,1,0,1,0,1,1,0,1,1,0,1,1
1,0,1,1,0,1,1,0,1,1,0,1,0
0,1,1,1,0,1,1,0,1,1,0,1,0
1,1,1,1,0,1,1,0,1,1,0,1,0
0,0,0,0,1,1,1,0,1,1,0,1,0
0,1,0,0,1,1,1,0,1,1,0,1,0
1,1,0,0,1,1,1,0,1,1,0,1,0
0,0,1,0,1,1,1,0,1,1,0,1,1
1,0,1,0,1,1,1,0,1,1,0,1,1
1,1,1,0,1,1,1,0,1,1,0,1,1
0,0,0,1,1,1,1,0,1,1,0,1,1
1,0,0,1,1,1,1,0,1,1,0,1,1
0,1,0,1,1,1,1,0,1,1,0,1,1
0,0,1,1,1,1,1,0,1,1,0,1,0
1,0,1,1,1,1,1,0,1,1,0,1,0
0,1,1,1,1,1,1,0,1,1,0,1,0
1,1,1,1,1,1,1,0,1,1,0,1,0
1,0,0,0,0,0,0,1,1,1,0,1,0
0,1,0,0,0,0,0,1,1,1,0,1,0
1,1,0,0,0,0,0,1,1,1,0,1,0
0,0,1,0,0,0,0,1,1,1,0,1,1
0,1,1,0,0,0,0,1,1,1,0,1,1
1,1,1,0,0,0,0,1,1,1,0,1,1
0,0,0,1,0,0,0,1,1,1,0,1,1
1,0,0,1,0,0,0,1,1,1,0,1,1
1,1,0,1,0,0,0,1,1,1,0,1,1
0,0,1,1,0,0,0,1,1,1,0,1,0
1,0,1,1,0,0,0,1,1,1,0,1,0
0,1,1,1,0,0,0,1,1,1,0,1,0
0,0,0,0,1,0,0,1,1,1,0,1,0
1,0,0,0,1,0,0,1,1,1,0,1,0
0,1,0,0,1,0,0,1,1,1,0,1,0
1,1,0,0,1,0,0,1,1,1,0,1,0
1,0,1,0,1,0,0,1,1,1,0,1,0
0,1,1,0,1,0,0,1,1,1,0,1,0
1,1,1,0,1,0,0,1,1,1,0,1,1
0,0,0,1,1,0,0,1,1,1,0,1,1
0,1,0,1,1,0,0,1,1,1,0,1,0
1,1,0,1,1,0,0,1,1,1,0,1,1
0,0,1,1,1,0,0,1,1,1,0,1,0
1,0,1,1,1,0,0,1,1,1,0,1,0
1,1,1,1,1,0,0,1,1,1,0,1,0
0,0,0,0,0,1,0,1,1,1,0,1,0
1,0,0,0,0,1,0,1,1,1,0,1,0
0,1,0,0,0,1,0,1,1,1,0,1,0
0,0,1,0,0,1,0,1,1,1,0,1,1
1,0,1,0,0,1,0,1,1,1,0,1,0
0,1,1,0,0,1,0,1,1,1,0,1,0
1,1,1,0,0,1,0,1,1,1,0,1,1
1,0,0,1,0,1,0,1,1,1,0,1,0
0,1,0,1,0,1,0,1,1,1,0,1,0
1,1,0,1,0,1,0,1,1,1,0,1,1
0,0,1,1,0,1,0,1,1,1,0,1,0
0,1,1,1,0,1,0,1,1,1,0,1,0
1,1,1,1,0,1,0,1,1,1,0,1,0
0,0,0,0,1,1,0,1,1,1,0,1,0
1,0,0,0,1,1,0,1,1,1,0,1,0
1,1,0,0,1,1,0,1,1,1,0,1,0
0,0,1,0,1,1,0,1,1,1,0,1,1
1,0,1,0,1,1,0,1,1,1,0,1,1
0,1,1,0,1,1,0,1,1,1,0,1,1
0,0,0,1,1,1,0,1,1,1,0,1,1
1,0,0,1,1,1,0,1,1,1,0,1,1
0,1,0,1,1,1,0,1,1,1,0,1,1
1,1,0,1,1,1,0,1,1,1,0,1,1
1,0,1,1,1,1,0,1,1,1,0,1,0
0,1,1,1,1,1,0,1,1,1,0,1,0
1,1,1,1,1,1,0,1,1,1,0,1,0
0,0,0,0,0,0,1,1,1,1,0,1,0
0,1,0,0,0,0,1,1,1,1,0,1,1
1,1,0,0,0,0,1,1,1,1,0,1,0
0,0,1,0,0,0,1,1,1,1,0,1,1
1,0,1,0,0,0,1,1,1,1,0,1,1
1,1,1,0,0,0,1,1,1,1,0,1,1
0,0,0,1,0,0,1,1,1,1,0,1,1
1,0,0,1,0,0,1,1,1,1,0,1,1
0,1,0,1,0,0,1,1,1,1,0,1,1
0,0,1,1,0,0,1,1,1,1,0,1,0
1,0,1,1,0,0,1,1,1,1,0,1,1
0,1,1,1,0,0,1,1,1,1,0,1,1
1,1,1,1,0,0,1,1,1,1,0,1,0
1,0,0,0,1,0,1,1,1,1,0,1,1
0,1,0,0,1,0,1,1,1,1,0,1,1
1,1,0,0,1,0,1,1,1,1,0,1,0
0,0,1,0,1,0,1,1,1,1,0,1,1
0,1,1,0,1,0,1,1,1,1,0,1,0
1,1,1,0,1,0,1,1,1,1,0,1,1
0,0,0,1,1,0,1,1,1,1,0,1,1
1,0,0,1,1,0,1,1,1,1,0,1,0
1,1,0,1,1,0,1,1,1,1,0,1,1
0,0,1,1,1,0,1,1,1,1,0,1,0
1,0,1,1,1,0,1,1,1,1,0,1,1
0,1,1,1,1,0,1,1,1,1,0,1,1
0,0,0,0,0,1,1,1,1,1,0,1,0
1,0,0,0,0,1,1,1,1,1,0,1,1
0,1,0,0,0,1,1,1,1,1,0,1,1
1,1,0,0,0,1,1,1,1,1,0,1,0
1,0,1,0,0,1,1,1,1,1,0,1,0
0,1,1,0,0,1,1,1,1,1,0,1,0
1,1,1,0,0,1,1,1,1,1,0,1,1
0,0,0,1,0,1,1,1,1,1,0,1,1
0,1,0,1,0,1,1,1,1,1,0,1,0
1,1,0,1,0,1,1,1,1,1,0,1,1
0,0,1,1,0,1,1,1,1,1,0,1,0
1,0,1,1,0,1,1,1,1,1,0,1,1
1,1,1,1,0,1,1,1,1,1,0,1,0
0,0,0,0,1,1,1,1,1,1,0,1,0
1,0,0,0,1,1,1,1,1,1,0,1,1
0,1,0,0,1,1,1,1,1,1,0,1,1
0,0,1,0,1,1,1,1,1,1,0,1,1
1,0,1,0,1,1,1,1,1,1,0,1,1
0,1,1,0,1,1,1,1,1,1,0,1,1
1,1,1,0,1,1,1,1,1,1,0,1,1
1,0,0,1,1,1,1,1,1,1,0,1,1
0,1,0,1,1,1,1,1,1,1,0,1,1
1,1,0,1,1,1,1,1,1,1,0,1,1
0,0,1,1,1,1,1,1,1,1,0,1,0
0,1,1,1,1,1,1,1,1,1,0,1,1
1,1,1,1,1,1,1,1,1,1,0,1,0
0,0,0,0,0,0,0,0,0,0,1,1,1
1,0,0,0,0,0,0,0,0,0,1,1,1
1,1,0,0,0,0,0,0,0,0,1,1,1
0,0,1,0,0,0,0,0,0,0,1,1,1
1,0,1,0,0,0,0,0,0,0,1,1,1
0,1,1,0,0,0,0,0,0,0,1,1,1
0,0,0,1,0,0,0,0,0,0,1,1,1
1,0,0,1,0,0,0,0,0,0,1,1,1
0,1,0,1,0,0,0,0,0,0,1,1,1
1,1,0,1,0,0,0,0,0,0,1,1,1
1,0,1,1,0,0,0,0,0,0,1,1,1
0,1,1,1,0,0,0,0,0,0,1,1,1
1,1,1,1,0,0,0,0,0,0,1,1,1
0,0,0,0,1,0,0,0,0,0,1,1,1
0,1,0,0,1,0,0,0,0,0,1,1,1
1,1,0,0,1,0,0,0,0,0,1,1,1
0,0,1,0,1,0,0,0,0,0,1,1,1
1,0,1,0,1,0,0,0,0,0,1,1,0
1,1,1,0,1,0,0,0,0,0,1,1,1
0,0,0,1,1,0,0,0,0,0,1,1,1
1,0,0,1,1,0,0,0,0,0,1,1,0
0,1,0,1,1,0,0,0,0,0,1,1,0
0,0,1,1,1,0,0,0,0,0,1,1,1
1,0,1,1,1,0,0,0,0,0,1,1,1
0,1,1,1,1,0,0,0,0,0,1,1,1
1,1,1,1,1,0,0,0,0,0,1,1,1
1,0,0,0,0,1,0,0,0,0,1,1,1
0,1,0,0,0,1,0,0,0,0,1,1,1
1,1,0,0,0,1,0,0,0,0,1,1,1
0,0,1,0,0,1,0,0,0,0,1,1,1
0,1,1,0,0,1,0,0,0,0,1,1,0
1,1,1,0,0,1,0,0,0,0,1,1,1
0,0,0,1,0,1,0,0,0,0,1,1,1
1,0,0,1,0,1,0,0,0,0,1,1,0
1,1,0,1,0,1,0,0,0,0,1,1,1
0,0,1,1,0,1,0,0,0,0,1,1,1
1,0,1,1,0,1,0,0,0,0,1,1,1
0,1,1,1,0,1,0,0,0,0,1,1,1
0,0,0,0,1,1,0,0,0,0,1,1,1
1,0,0,0,1,1,0,0,0,0,1,1,1
0,1,0,0,1,1,0,0,0,0,1,1,1
1,1,0,0,1,1,0,0,0,0,1,1,1
1,0,1,0,1,1,0,0,0,0,1,1,1
0,1,1,0,1,1,0,0,0,0,1,1,1
1,1,1,0,1,1,0,0,0,0,1,1,1
0,0,0,1,1,1,0,0,0,0,1,1,1
0,1,0,1,1,1,0,0,0,0,1,1,1
1,1,0,1,1,1,0,0,0,0,1,1,1
0,0,1,1,1,1,0,0,0,0,1,1,1
1,0,1,1,1,1,0,0,0,0,1,1,1
1,1,1,1,1,1,0,0,0,0,1,1,1
0,0,0,0,0,0,1,0,0,0,1,1,1
1,0,0,0,0,0,1,0,0,0,1,1,0
0,1,0,0,0,0,1,0,0,0,1,1,0
0,0,1,0,0,0,1,0,0,0,1,1,1
1,0,1,0,0,0,1,0,0,0,1,1,1
0,1,1,0,0,0,1,0,0,0,1,1,1
1,1,1,0,0,0,1,0,0,0,1,1,1
1,0,0,1,0,0,1,0,0,0,1,1,1
0,1,0,1,0,0,1,0,0,0,1,1,1
1,1,0,1,0,0,1,0,0,0,1,1,1
0,0,1,1,0,0,1,0,0,0,1,1,1
0,1,1,1,0,0,1,0,0,0,1,1,0
1,1,1,1,0,0,1,0,0,0,1,1,1
0,0,0,0,1,0,1,0,0,0,1,1,1
1,0,0,0,1,0,1,0,0,0,1,1,0
1,1,0,0,1,0,1,0,0,0,1,1,1
0,0,1,0,1,0,1,0,0,0,1,1,1
1,0,1,0,1,0,1,0,0,0,1,1,0
0,1,1,0,1,0,1,0,0,0,1,1,0
0,0,0,1,1,0,1,0,0,0,1,1,1
1,0,0,1,1,0,1,0,0,0,1,1,0
0,1,0,1,1,0,1,0,0,0,1,1,0
1,1,0,1,1,0,1,0,0,0,1,1,1
1,0,1,1,1,0,1,0,0,0,1,1,0
0,1,1,1,1,0,1,0,0,0,1,1,0
1,1,1,1,1,0,1,0,0,0,1,1,1
0,0,0,0,0,1,1,0,0,0,1,1,1
0,1,0,0,0,1,1,0,0,0,1,1,0
1,1,0,0,0,1,1,0,0,0,1,1,1
0,0,1,0,0,1,1,0,0,0,1,1,1
1,0,1,0,0,1,1,0,0,0,1,1,0
1,1,1,0,0,1,1,0,0,0,1,1,1
0,0,0,1,0,1,1,0,0,0,1,1,1
1,0,0,1,0,1,1,0,0,0,1,1,0
0,1,0,1,0,1,1,0,0,0,1,1,0
0,0,1,1,0,1,1,0,0,0,1,1,1
1,0,1,1,0,1,1,0,0,0,1,1,0
0,1,1,1,0,1,1,0,0,0,1,1,0
1,1,1,1,0,1,1,0,0,0,1,1,1
1,0,0,0,1,1,1,0,0,0,1,1,0
0,1,0,0,1,1,1,0,0,0,1,1,0
1,1,0,0,1,1,1,0,0,0,1,1,1
0,0,1,0,1,1,1,0,0,0,1,1,1
0,1,1,0,1,1,1,0,0,0,1,1,1
1,1,1,0,1,1,1,0,0,0,1,1,1
0,0,0,1,1,1,1,0,0,0,1,1,1
1,0,0,1,1,1,1,0,0,0,1,1,1
1,1,0,1,1,1,1,0,0,0,1,1,1
0,0,1,1,1,1,1,0,0,0,1,1,1
1,0,1,1,1,1,1,0,0,0,1,1,0
0,1,1,1,1,1,1,0,0,0,1,1,0
0,0,0,0,0,0,0,1,0,0,1,1,1
1,0,0,0,0,0,0,1,0,0,1,1,0
0,1,0,0,0,0,0,1,0,0,1,1,0
1,1,0,0,0,0,0,1,0,0,1,1,1
1,0,1,0,0,0,0,1,0,0,1,1,1
0,1,1,0,0,0,0,1,0,0,1,1,1
1,1,1,0,0,0,0,1,0,0,1,1,1
0,0,0,1,0,0,0,1,0,0,1,1,1
0,1,0,1,0,0,0,1,0,0,1,1,1
1,1,0,1,0,0,0,1,0,0,1,1,1
0,0,1,1,0,0,0,1,0,0,1,1,1
1,0,1,1,0,0,0,1,0,0,1,1,0
1,1,1,1,0,0,0,1,0,0,1,1,1
0,0,0,0,1,0,0,1,0,0,1,1,1
1,0,0,0,1,0,0,1,0,0,1,1,0
0,1,0,0,1,0,0,1,0,0,1,1,0
0,0,1,0,1,0,0,1,0,0,1,1,1
1,0,1,0,1,0,0,1,0,0,1,1,0
0,1,1,0,1,0,0,1,0,0,1,1,0
1,1,1,0,1,0,0,1,0,0,1,1,1
1,0,0,1,1,0,0,1,0,0,1,1,0
0,1,0,1,1,0,0,1,0,0,1,1,0
1,1,0,1,1,0,0,1,0,0,1,1,1
0,0,1,1,1,0,0,1,0,0,1,1,1
0,1,1,1,1,0,0,1,0,0,1,1,0
1,1,1,1,1,0,0,1,0,0,1,1,1
0,0,0,0,0,1,0,1,0,0,1,1,1
1,0,0,0,0,1,0,1,0,0,1,1,0
1,1,0,0,0,1,0,1,0,0,1,1,1
0,0,1,0,0,1,0,1,0,0,1,1,1
1,0,1,0,0,1,0,1,0,0,1,1,0
0,1,1,0,0,1,0,1,0,0,1,1,0
0,0,0,1,0,1,0,1,0,0,1,1,1
1,0,0,1,0,1,0,1,0,0,1,1,0
0,1,0,1,0,1,0,1,0,0,1,1,0
1,1,0,1,0,1,0,1,0,0,1,1,1
1,0,1,1,0,1,0,1,0,0,1,1,0
0,1,1,1,0,1,0,1,0,0,1,1,0
1,1,1,1,0,1,0,1,0,0,1,1,1
0,0,0,0,1,1,0,1,0,0,1,1,1
0,1,0,0,1,1,0,1,0,0,1,1,0
1,1,0,0,1,1,0,1,0,0,1,1,1
0,0,1,0,1,1,0,1,0,0,1,1,1
1,0,1,0,1,1,0,1,0,0,1,1,1
1,1,1,0,1,1,0,1,0,0,1,1,1
0,0,0,1,1,1,0,1,0,0,1,1,1
1,0,0,1,1,1,0,1,0,0,1,1,1
0,1,0,1,1,1,0,1,0,0,1,1,1
0,0,1,1,1,1,0,1,0,0,1,1,1
1,0,1,1,1,1,0,1,0,0,1,1,0
0,1,1,1,1,1,0,1,0,0,1,1,0
1,1,1,1,1,1,0,1,0,0,1,1,1
1,0,0,0,0,0,1,1,0,0,1,1,1
0,1,0,0,0,0,1,1,0,0,1,1,1
1,1,0,0,0,0,1,1,0,0,1,1,1
0,0,1,0,0,0,1,1,0,0,1,1,1
0,1,1,0,0,0,1,1,0,0,1,1,1
1,1,1,0,0,0,1,1,0,0,1,1,1
0,0,0,1,0,0,1,1,0,0,1,1,1
1,0,0,1,0,0,1,1,0,0,1,1,1
1,1,0,1,0,0,1,1,0,0,1,1,1
0,0,1,1,0,0,1,1,0,0,1,1,1
1,0,1,1,0,0,1,1,0,0,1,1,1
0,1,1,1,0,0,1,1,0,0,1,1,1
0,0,0,0,1,0,1,1,0,0,1,1,1
1,0,0,0,1,0,1,1,0,0,1,1,1
0,1,0,0,1,0,1,1,0,0,1,1,1
1,1,0,0,1,0,1,1,0,0,1,1,1
1,0,1,0,1,0,1,1,0,0,1,1,0
0,1,1,0,1,0,1,1,0,0,1,1,0
1,1,1,0,1,0,1,1,0,0,1,1,1
0,0,0,1,1,0,1,1,0,0,1,1,1
0,1,0,1,1,0,1,1,0,0,1,1,0
1,1,0,1,1,0,1,1,0,0,1,1,1
0,0,1,1,1,0,1,1,0,0,1,1,1
1,0,1,1,1,0,1,1,0,0,1,1,1
1,1,1,1,1,0,1,1,0,0,1,1,1
0,0,0,0,0,1,1,1,0,0,1,1,1
1,0,0,0,0,1,1,1,0,0,1,1,1
0,1,0,0,0,1,1,1,0,0,1,1,1
0,0,1,0,0,1,1,1,0,0,1,1,1
1,0,1,0,0,1,1,1,0,0,1,1,0
0,1,1,0,0,1,1,1,0,0,1,1,0
